latitude,longitude,geometry,use_license_url,guid,scientific_name,mongolian_name,country,country_mong,state_prov,aimags,family,Date,MongDate,NumDate,nk,Ecto_detected,Endo_detected,ParaEcto,ParaEctoMong,total_ecto,total_ectoMong,ParaEndo,ParaEndoMong,total_endo,total_endoMong
49.33333333,104.4166667,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:94245,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Bulgan,Булган,Cricetidae,22-Nov-97,22-Арваннэгдүгээр сар-97,1997,,,,None,Байхгүй,0,0,None,Байхгүй,0,0
49.77678803,103.563425,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293341,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Bulgan,Булган,Cricetidae,27-Jul-16,27-Долоодугаар сар-16,2016,289118,ectoparasite,,"Ixodida,Acari,Phthiraptera","Хатуу хачигийн баг, Аалз хэлбэртний дэд анги, Цус сорогч бөөсийн баг",3,3,None,Байхгүй,0,0
49.77650296,103.571735,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293462,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Bulgan,Булган,Cricetidae,27-Jul-16,27-Долоодугаар сар-16,2016,289120,ectoparasite,,"Siphonaptera,Ixodida","Бүүргийн баг, Хатуу хачигийн баг",2,2,None,Байхгүй,0,0
49.77612502,103.571045,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293330,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Bulgan,Булган,Cricetidae,27-Jul-16,27-Долоодугаар сар-16,2016,289106,ectoparasite, endoparasite,"Ixodida,Acari","Хатуу хачигийн баг, Аалз хэлбэртний дэд анги",2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
48.77671801,110.662239,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293756,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Hentiy,Хэнтий,Cricetidae,8-Aug-16,08-Наймдугаар сар-16,2016,289413,ectoparasite,,"Ixodida,Acari","Хатуу хачигийн баг, Аалз хэлбэртний дэд анги",2,2,None,Байхгүй,0,0
46.99853397,119.373526,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293773,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289548,ectoparasite,,Acari,Аалз хэлбэртний дэд анги,1,1,None,Байхгүй,0,0
47.00618698,119.377516,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294148,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289594,ectoparasite,,Acari,Аалз хэлбэртний дэд анги,1,1,None,Байхгүй,0,0
47.00574903,119.377798,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294181,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289603,ectoparasite,,Acari,Аалз хэлбэртний дэд анги,1,1,None,Байхгүй,0,0
47.00291804,119.37583,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293791,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289566,ectoparasite,,"Acari,Phthiraptera","Аалз хэлбэртний дэд анги, Цус сорогч бөөсийн баг",2,2,None,Байхгүй,0,0
46.997949,119.373475,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293776,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289551,ectoparasite,,"Diptera,Siphonaptera","Хос далавчтаны баг, Бүүргийн баг",2,2,None,Байхгүй,0,0
47.003,119.372,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293809,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289584,ectoparasite,,Ixodida,Хатуу хачигийн баг,1,1,None,Байхгүй,0,0
47.00359496,119.376865,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294156,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289659,,,None,Байхгүй,0,0,None,Байхгүй,0,0
47.00330897,119.376475,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293784,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289559,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
47.00256399,119.375148,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293792,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289567,ectoparasite,,Yes,Тиймээ,Unknown,Тодорхойгүй,None,Байхгүй,0,0
46.99924,119.3716,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293777,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289552,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00577099,119.377348,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294117,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289587,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99798697,119.37354,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294187,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289666,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.003,119.372,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294119,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289589,ectoparasite, endoparasite,"Acari,Siphonaptera","Аалз хэлбэртний дэд анги, Бүүргийн баг",2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00606796,119.377888,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294154,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289600,ectoparasite, endoparasite,"Acari,Siphonaptera","Аалз хэлбэртний дэд анги, Бүүргийн баг",2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99918801,119.373063,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293783,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289558,ectoparasite, endoparasite,"Ixodida,Acari,Siphonaptera","Хатуу хачигийн баг, Аалз хэлбэртний дэд анги, Бүүргийн баг",3,3,Yes,Тиймээ,Unknown,Тодорхойгүй
47.002868,119.379024,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293787,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289562,ectoparasite, endoparasite,"Ixodida,Siphonaptera","Хатуу хачигийн баг, Бүүргийн баг",2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
47.003,119.372,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294188,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289667,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99902297,119.372777,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293920,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289649,ectoparasite, endoparasite,"Phthiraptera,Acari",Цус сорогч бөөсийн баг,2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00307403,119.378226,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293802,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289577,ectoparasite, endoparasite,"Phthiraptera,Ixodida","Цус сорогч бөөсийн баг, Хатуу хачигийн баг",2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00617902,119.377502,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294161,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289664,ectoparasite, endoparasite,Siphonaptera,Бүүргийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00580996,119.377797,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294193,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,15-Aug-16,15-Наймдугаар сар-16,2016,289672,ectoparasite, endoparasite,Yes,Тиймээ,Unknown,Тодорхойгүй,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00287202,119.378993,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294327,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289767,ectoparasite,,Acari,Аалз хэлбэртний дэд анги,1,1,None,Байхгүй,0,0
46.99854897,119.370959,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294255,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289686,,,None,Байхгүй,0,0,None,Байхгүй,0,0
47.00304201,119.378339,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293901,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289711,,,None,Байхгүй,0,0,None,Байхгүй,0,0
46.99899397,119.372583,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294325,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289765,,,None,Байхгүй,0,0,None,Байхгүй,0,0
46.99877998,119.370941,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294266,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289754,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
46.999187,119.373064,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294233,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289745,,,"Siphonaptera,Acari","Бүүргийн баг, Аалз хэлбэртний дэд анги",2,2,None,Байхгүй,0,0
47.00358499,119.376864,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294323,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289763,ectoparasite,,"Siphonaptera,Acari","Бүүргийн баг, Аалз хэлбэртний дэд анги",2,2,None,Байхгүй,0,0
47.00235402,119.380389,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294328,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289768,ectoparasite, endoparasite,"Acari,Siphonaptera","Аалз хэлбэртний дэд анги, Бүүргийн баг",2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99923897,119.371585,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294254,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289685,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99896304,119.372652,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294289,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289696,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00600702,119.377902,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294295,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289759,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99838896,119.373519,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294296,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289760,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
47.005801,119.377307,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294259,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289747,ectoparasite, endoparasite,Siphonaptera,Бүүргийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99875399,119.370934,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294292,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289756,,endoparasite,Siphonaptera,Бүүргийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00273699,119.375478,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294294,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289758,ectoparasite, endoparasite,Siphonaptera,Бүүргийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00354098,119.376837,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294131,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289715,,endoparasite,"Siphonaptera,Acari","Бүүргийн баг, Аалз хэлбэртний дэд анги",2,2,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00314703,119.378226,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294326,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,16-Aug-16,16-Наймдугаар сар-16,2016,289766,ectoparasite, endoparasite,Yes,Тиймээ,Unknown,Тодорхойгүй,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00197801,119.381035,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294178,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289795,ectoparasite,,Ixodida,Хатуу хачигийн баг,1,1,None,Байхгүй,0,0
46.99896304,119.372649,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293908,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289775,,,None,Байхгүй,0,0,None,Байхгүй,0,0
46.996238,119.373971,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293936,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289779,ectoparasite,,None,Байхгүй,0,0,None,Байхгүй,0,0
46.99645702,119.374146,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294236,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289805,,,None,Байхгүй,0,0,None,Байхгүй,0,0
46.99644503,119.373933,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294143,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289784,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
46.99650999,119.374286,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294146,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289787,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
47.00227498,119.380689,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294177,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289794,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
46.99792704,119.372568,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294237,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289806,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
46.99882499,119.372564,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294238,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289807,,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
46.99486102,119.366895,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294267,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289812,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
46.99478298,119.366594,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294274,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289819,,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
46.99626801,119.373896,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294301,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289822,ectoparasite,,Siphonaptera,Бүүргийн баг,1,1,None,Байхгүй,0,0
47.00569304,119.377475,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294145,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289786,ectoparasite,,"Siphonaptera,Acari","Бүүргийн баг, Аалз хэлбэртний дэд анги",2,2,None,Байхгүй,0,0
47.00569496,119.377757,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294204,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289797,ectoparasite,,"Siphonaptera,Acari","Бүүргийн баг, Аалз хэлбэртний дэд анги",2,2,None,Байхгүй,0,0
46.99488499,119.365665,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293904,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289771,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00258503,119.379724,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294173,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289790,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00220298,119.381147,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294299,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289820,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
46.996656,119.374974,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294302,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289823,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99623297,119.373954,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294305,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289826,ectoparasite, endoparasite,Acari,Аалз хэлбэртний дэд анги,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99466396,119.365199,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294241,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289810,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00235302,119.380434,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294269,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289814,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99497996,119.367259,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293913,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289829,,endoparasite,None,Байхгүй,0,0,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99654402,119.374385,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:293911,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289778,ectoparasite, endoparasite,Phthiraptera,Цус сорогч бөөсийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00225604,119.38069,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294140,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289781,ectoparasite, endoparasite,Siphonaptera,Бүүргийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
47.00859896,119.379471,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294176,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289793,ectoparasite, endoparasite,Siphonaptera,Бүүргийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
46.99661803,119.374639,Point,http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by-nc/3.0,MSB:Mamm:294208,Alexandromys fortis,Өргөөнч оготно,Mongolia,Монгол улс,Dornod,Дорнод,Cricetidae,17-Aug-16,17-Наймдугаар сар-16,2016,289801,ectoparasite, endoparasite,Siphonaptera,Бүүргийн баг,1,1,Yes,Тиймээ,Unknown,Тодорхойгүй
